errorCode	errorNum         errorMsg
1696	ORA-01988     remote os logon is not allowed
1697	ORA-01989     role '' not authorized by operating system
1698	ORA-01990     error opening password file ''
1699	ORA-01991     invalid password file ''
1700	ORA-01992     error closing password file ''
1701	ORA-01993     error writing password file ''
1702	ORA-01994     GRANT failed     password file missing or disabled
1703	ORA-01995     error reading password file ''
1704	ORA-01996     GRANT failed     password file '' is full
1705	ORA-01997     GRANT failed     user '' is identified externally
1706	ORA-01998     REVOKE failed     user SYS always has SYSOPER and SYSDBA
1707	ORA-01999     password file cannot be updated in SHARED mode
1708	ORA-02000     missing keyword
1709	ORA-02001     user SYS is not permitted to create indexes with freelist groups
1710	ORA-02002     error while writing to audit trail
1711	ORA-02003     invalid USERENV parameter
1712	ORA-02004     security violation
1713	ORA-02005     implicit (-1) length not valid for this bind or define datatype
1714	ORA-02006     invalid packed decimal format string
1715	ORA-02007     can't use ALLOCATE or DEALLOCATE options with REBUILD
1716	ORA-02008     non-zero scale specified for nonnumeric column
1717	ORA-02009     the size specified for a file must not be zero
1718	ORA-02010     missing host connect string
1719	ORA-02011     duplicate database link name
1720	ORA-02012     missing USING keyword
1721	ORA-02013     missing CONNECT keyword
1722	ORA-02014     cannot select FOR UPDATE from view with DISTINCT, GROUP BY, etc.
1723	ORA-02015     cannot select FOR UPDATE from remote table
1724	ORA-02016     cannot use a subquery in a START WITH on a remote database
1725	ORA-02017     integer value required
1726	ORA-02018     database link of same name has an open connection
1727	ORA-02019     connection description for remote database not found
1728	ORA-02020     too many database links in use
1729	ORA-02021     DDL operations are not allowed on a remote database
1730	ORA-02022     remote statement has unoptimized view with remote object
1731	ORA-02023     START WITH or CONNECT BY predicate cannot be evaluated by remote data base
1732	ORA-02024     database link not found
1733	ORA-02025     all tables in the SQL statement must be at the remote database
1734	ORA-02026     missing LINK keyword
1735	ORA-02027     multi-row UPDATE of LONG column is not supported
1736	ORA-02028     fetching an exact number of rows is not supported by the server
1737	ORA-02029     missing FILE keyword
1738	ORA-02030     can only select from fixed tables/views
1739	ORA-02031     no ROWID for fixed tables or for external-organized tables
1740	ORA-02032     clustered tables cannot be used before the cluster index is built
1741	ORA-02033     a cluster index for this cluster already exists
1742	ORA-02034     speed bind not permitted
1743	ORA-02035     illegal bundled operation combination
1744	ORA-02036     too many variables to describe with automatic cursor open
1745	ORA-02037     uninitialized speed bind storage
1746	ORA-02038     define is not allowed for array type
1747	ORA-02039     bind by value is not allowed for array type
1748	ORA-02040     remote database does not support two-phase commit
1749	ORA-02041     client database did not begin a transaction
1750	ORA-02042     too many distributed transactions
1751	ORA-02043     must end current transaction before executing
1752	ORA-02044     transaction manager login denied     transaction in progress
1753	ORA-02045     too many local sessions participating in global transaction
1754	ORA-02046     distributed transaction already begun
1755	ORA-02047     cannot join the distributed transaction in progress
1756	ORA-02048     attempt to begin distributed transaction without logging on
1757	ORA-02049     timeout     distributed transaction waiting for lock
1758	ORA-02050     transaction rolled back, some remote DBs may be in-doubt
1759	ORA-02051     another session in same transaction failed
1760	ORA-02052     remote transaction failure at
1761	ORA-02053     transaction committed, some remote DBs may be in-doubt
1762	ORA-02054     transaction in-doubt
1763	ORA-02055     distributed update operation failed; rollback required
1764	ORA-02056     2PC          bad two-phase command number from
1765	ORA-02057     2PC          bad two-phase recovery state number from
1766	ORA-02058     no prepared transaction found with ID
1767	ORA-02059     ORA-2PC-CRASH-TEST- in commit comment
1768	ORA-02060     select for update specified a join of distributed tables
1769	ORA-02061     lock table specified list of distributed tables
1770	ORA-02062     distributed recovery received DBID , expected
1771	ORA-02063     preceding from
1772	ORA-02064     distributed operation not supported
1773	ORA-02065     illegal option for ALTER SYSTEM
1774	ORA-02066     missing or invalid DISPATCHERS text
1775	ORA-02067     transaction or savepoint rollback required
1776	ORA-02068     following severe error from
1777	ORA-02069     global_names parameter must be set to TRUE for this operation
1778	ORA-02070     database does not support in this context
1779	ORA-02071     error initializing capabilities for remote database
1780	ORA-02072     distributed database network protocol mismatch
1781	ORA-02073     sequence numbers not supported in remote updates
1782	ORA-02074     cannot in a distributed transaction
1783	ORA-02075     another instance changed state of transaction
1784	ORA-02076     sequence not co-located with updated table or long column
1785	ORA-02077     selects of long columns must be from co-located tables
1786	ORA-02078     invalid setting for ALTER SYSTEM FIXED_DATE
1787	ORA-02079     no new sessions may join a committing distributed transaction
1788	ORA-02080     database link is in use
1789	ORA-02081     database link is not open
1790	ORA-02082     a loopback database link must have a connection qualifier
1791	ORA-02083     database name has illegal character ''
1792	ORA-02084     database name is missing a component
1793	ORA-02085     database link connects to
1794	ORA-02086     database (link) name is too long
1795	ORA-02087     object locked by another process in same transaction
1796	ORA-02088     distributed database option not installed
1797	ORA-02089     COMMIT is not allowed in a subordinate session
1798	ORA-02090     network error     attempted callback+passthru
1799	ORA-02091     transaction rolled back
1800	ORA-02092     out of transaction table slots for distributed transaction
1801	ORA-02093     TRANSACTIONS_PER_ROLLBACK_SEGMENT() more than maximum possible()
1802	ORA-02094     replication option not installed
1803	ORA-02095     specified initialization parameter cannot be modified
1804	ORA-02096     specified initialization parameter is not modifiable with this option
1805	ORA-02097     parameter cannot be modified because specified value is invalid
1806	ORA-02098     error parsing index-table reference (    I)
1807	ORA-02099     used for internal purposes, should never be printed
1808	ORA-02100     PCC     out of memory (i.e., could not allocate)
1809	ORA-02101     PCC     inconsistent cursor cache (uce/cuc mismatch)
1810	ORA-02102     PCC     inconsistent cursor cache (no cuc entry for this uce)
1811	ORA-02103     PCC     inconsistent cursor cache (out-of-range cuc ref)
1812	ORA-02104     PCC     inconsistent host cache (no cuc available)
1813	ORA-02105     PCC     inconsistent cursor cache (no cuc entry in cache)
1814	ORA-02106     PCC     inconsistent cursor cache (OraCursor nr is bad)
1815	ORA-02107     PCC     this pgm too old for run-time library     please re-PCC it
1816	ORA-02108     PCC     invalid descriptor passed to run-time library
1817	ORA-02109     PCC     inconsistent host cache (out-of-range sit ref)
1818	ORA-02110     PCC     inconsistent host cache (invalid sqi type)
1819	ORA-02111     PCC     heap consistency error
1820	ORA-02112     PCC     SELECT..INTO returns too many rows
1821	ORA-02140     invalid tablespace name
1822	ORA-02141     invalid OFFLINE option
1823	ORA-02142     missing or invalid ALTER TABLESPACE option
1824	ORA-02143     invalid STORAGE option
1825	ORA-02144     no option specified for ALTER CLUSTER
1826	ORA-02145     missing STORAGE option
1827	ORA-02146     SHARED specified multiple times
1828	ORA-02147     conflicting SHARED/EXCLUSIVE options
1829	ORA-02148     EXCLUSIVE specified multiple times
1830	ORA-02149     Specified partition does not exist
1831	ORA-02150     invalid new tablespace name
1832	ORA-02151     invalid tablespace name    
1833	ORA-02152     Invalid ALTER TABLESPACE ... RENAME option
1834	ORA-02153     invalid VALUES password string
1835	ORA-02154     a tablespace with the name '' is found
1836	ORA-02155     invalid DEFAULT tablespace identifier
1837	ORA-02156     invalid TEMPORARY tablespace identifier
1838	ORA-02157     no options specified for ALTER USER
1839	ORA-02158     invalid CREATE INDEX option
1840	ORA-02159     installed DLM does not support releasable locking mode
1841	ORA-02160     index-organized table can not contain columns of type LONG
1842	ORA-02161     invalid value for MAXLOGFILES
1843	ORA-02162     invalid value for MAXDATAFILES
1844	ORA-02163     invalid value for FREELIST GROUPS
1845	ORA-02164     DATAFILE clause specified more than once
1846	ORA-02165     invalid option for CREATE DATABASE
1847	ORA-02166     ARCHIVELOG and NOARCHIVELOG specified
1848	ORA-02167     LOGFILE clause specified more than once
1849	ORA-02168     invalid value for FREELISTS
1850	ORA-02169     FREELISTS storage option not allowed
1851	ORA-02170     FREELIST GROUPS storage option not allowed
1852	ORA-02171     invalid value for MAXLOGHISTORY
1853	ORA-02172     The PUBLIC keyword is not appropriate for a disable thread
1854	ORA-02173     invalid option for DROP TABLESPACE
1855	ORA-02174     Missing required thread number
1856	ORA-02175     invalid rollback segment name
1857	ORA-02176     invalid option for CREATE ROLLBACK SEGMENT
1858	ORA-02177     Missing required group number
1859	ORA-02178     correct syntax is     SET TRANSACTION READ { ONLY | WRITE }
1860	ORA-02179     valid options     ISOLATION LEVEL { SERIALIZABLE | READ COMMITTED }
1861	ORA-02180     invalid option for CREATE TABLESPACE
1862	ORA-02181     invalid option to ROLLBACK WORK
1863	ORA-02182     savepoint name expected
1864	ORA-02183     valid options     ISOLATION_LEVEL { SERIALIZABLE | READ COMMITTED }
1865	ORA-02184     resource quotas are not allowed in REVOKE
1866	ORA-02185     a token other than WORK follows COMMIT
1867	ORA-02186     tablespace resource privilege may not appear with other privileges
1868	ORA-02187     invalid quota specification
1869	ORA-02188     Cannot enable instance publicly
1870	ORA-02189     ON required
1871	ORA-02190     keyword TABLES expected
1872	ORA-02191     correct syntax is     SET TRANSACTION USE ROLLBACK SEGMENT
1873	ORA-02192     PCTINCREASE not allowed for rollback segment storage clauses
1874	ORA-02194     event specification syntax error (minor error ) near ''
1875	ORA-02195     Attempt to create object in a tablespace
1876	ORA-02196     PERMANENT/TEMPORARY option already specified
1877	ORA-02197     file list already specified
1878	ORA-02198     ONLINE/OFFLINE option already specified
1879	ORA-02199     missing DATAFILE/TEMPFILE clause
1880	ORA-02200     WITH GRANT OPTION not allowed for PUBLIC
1881	ORA-02201     sequence not allowed here
1882	ORA-02202     no more tables permitted in this cluster
1883	ORA-02203     INITIAL storage options not allowed
1884	ORA-02204     ALTER, INDEX and EXECUTE not allowed for views
1885	ORA-02205     only SELECT and ALTER privileges are valid for sequences
1886	ORA-02206     duplicate INITRANS option specification
1887	ORA-02207     invalid INITRANS option value
1888	ORA-02208     duplicate MAXTRANS option specification
1889	ORA-02209     invalid MAXTRANS option value
1890	ORA-02210     no options specified for ALTER TABLE
1891	ORA-02211     invalid value for PCTFREE or PCTUSED
1892	ORA-02212     duplicate PCTFREE option specification
1893	ORA-02213     duplicate PCTUSED option specification
1894	ORA-02214     duplicate BACKUP option specification
1895	ORA-02215     duplicate tablespace name clause
1896	ORA-02216     tablespace name expected
1897	ORA-02217     duplicate storage option specification
1898	ORA-02218     invalid INITIAL storage option value
1899	ORA-02219     invalid NEXT storage option value
1900	ORA-02220     invalid MINEXTENTS storage option value
1901	ORA-02221     invalid MAXEXTENTS storage option value
1902	ORA-02222     invalid PCTINCREASE storage option value
1903	ORA-02223     invalid OPTIMAL storage option value
1904	ORA-02224     EXECUTE privilege not allowed for tables
1905	ORA-02225     only EXECUTE and DEBUG privileges are valid for procedures
1906	ORA-02226     invalid MAXEXTENTS value (max allowed     )
1907	ORA-02227     invalid cluster name
1908	ORA-02228     duplicate SIZE specification
1909	ORA-02229     invalid SIZE option value
1910	ORA-02230     invalid ALTER CLUSTER option
1911	ORA-02231     missing or invalid option to ALTER DATABASE
1912	ORA-02232     invalid MOUNT mode
1913	ORA-02233     invalid CLOSE mode
1914	ORA-02234     changes to this table are already logged
1915	ORA-02235     this table logs changes to another table already
1916	ORA-02236     invalid file name
1917	ORA-02237     invalid file size
1918	ORA-02238     filename lists have different numbers of files
1919	ORA-02239     there are objects which reference this sequence
1920	ORA-02240     invalid value for OBJNO or TABNO
1921	ORA-02241     must of form EXTENTS (FILE BLOCK SIZE , ...)
1922	ORA-02242     no options specified for ALTER INDEX
1923	ORA-02243     invalid ALTER INDEX or ALTER MATERIALIZED VIEW option
1924	ORA-02244     invalid ALTER ROLLBACK SEGMENT option
1925	ORA-02245     invalid ROLLBACK SEGMENT name
1926	ORA-02246     missing EVENTS text
1927	ORA-02247     no option specified for ALTER SESSION
1928	ORA-02248     invalid option for ALTER SESSION
1929	ORA-02249     missing or invalid value for MAXLOGMEMBERS
1930	ORA-02250     missing or invalid constraint name
1931	ORA-02251     subquery not allowed here
1932	ORA-02252     check constraint condition not properly ended
1933	ORA-02253     constraint specification not allowed here
1934	ORA-02254     DEFAULT not allowed here
1935	ORA-02255     obsolete 7.1.5
1936	ORA-02256     number of referencing columns must match referenced columns
1937	ORA-02257     maximum number of columns exceeded
1938	ORA-02258     duplicate or conflicting NULL and/or NOT NULL specifications
1939	ORA-02259     duplicate UNIQUE/PRIMARY KEY specifications
1940	ORA-02260     table can have only one primary key
1941	ORA-02261     such unique or primary key already exists in the table
1942	ORA-02262     ORA- occurs while type-checking column default value expression
1943	ORA-02263     need to specify the datatype for this column
1944	ORA-02264     name already used by an existing constraint
1945	ORA-02265     cannot derive the datatype of the referencing column
1946	ORA-02266     unique/primary keys in table referenced by enabled foreign keys
1947	ORA-02267     column type incompatible with referenced column type
1948	ORA-02268     referenced table does not have a primary key
1949	ORA-02269     key column cannot be of LONG datatype
1950	ORA-02270     no matching unique or primary key for this column-list
1951	ORA-02271     table does not have such constraint
1952	ORA-02272     constrained column cannot be of LONG datatype
1953	ORA-02273     this unique/primary key is referenced by some foreign keys
1954	ORA-02274     duplicate referential constraint specifications
1955	ORA-02275     such a referential constraint already exists in the table
1956	ORA-02276     default value type incompatible with column type
1957	ORA-02277     invalid sequence name
1958	ORA-02278     duplicate or conflicting MAXVALUE/NOMAXVALUE specifications
1959	ORA-02279     duplicate or conflicting MINVALUE/NOMINVALUE specifications
1960	ORA-02280     duplicate or conflicting CYCLE/NOCYCLE specifications
1961	ORA-02281     duplicate or conflicting CACHE/NOCACHE specifications
1962	ORA-02282     duplicate or conflicting ORDER/NOORDER specifications
1963	ORA-02283     cannot alter starting sequence number
1964	ORA-02284     duplicate INCREMENT BY specifications
1965	ORA-02285     duplicate START WITH specifications
1966	ORA-02286     no options specified for ALTER SEQUENCE
1967	ORA-02287     sequence number not allowed here
1968	ORA-02288     invalid OPEN mode
1969	ORA-02289     sequence does not exist
1970	ORA-02290     check constraint (.) violated
1971	ORA-02291     integrity constraint (.) violated - parent key not found
1972	ORA-02292     integrity constraint (.) violated - child record found
1973	ORA-02293     cannot validate (.) - check constraint violated
1974	ORA-02294     cannot enable (.) - constraint changed during validation
1975	ORA-02295     found more than one enable/disable clause for constraint
1976	ORA-02296     cannot enable (.) - null values found
1977	ORA-02297     cannot disable constraint (.) - dependencies exist
1978	ORA-02298     cannot validate (.) - parent keys not found
1979	ORA-02299     cannot validate (.) - duplicate keys found
1980	ORA-02300     invalid value for OIDGENERATORS
1981	ORA-02301     maximum number of OIDGENERATORS is 255
1982	ORA-02302     invalid or missing type name
1983	ORA-02303     cannot drop or replace a type with type or table dependents
1984	ORA-02304     invalid object identifier literal
1985	ORA-02305     only EXECUTE, DEBUG, and UNDER privileges are valid for types
1986	ORA-02306     cannot create a type that already has valid dependent(s)
1987	ORA-02307     cannot alter with REPLACE option a type that is not valid
1988	ORA-02308     invalid option for object type column
1989	ORA-02309     atomic NULL violation
1990	ORA-02310     exceeded maximum number of allowable columns in table
1991	ORA-02311     cannot alter with COMPILE option a valid type with type or table dependents
1992	ORA-02313     object type contains non-queryable type attribute
1993	ORA-02314     illegal use of type constructor
1994	ORA-02315     incorrect number of arguments for default constructor
1995	ORA-02320     failure in creating storage table for nested table column
1996	ORA-02322     failure in accessing storage table of the nested table column
1997	ORA-02324     more than one column in the SELECT list of THE subquery
1998	ORA-02327     cannot create index on expression with datatype
1999	ORA-02329     column of datatype cannot be unique or a primary key
2000	ORA-02330     datatype specification not allowed
2001	ORA-02331     cannot create constraint on column of datatype
2002	ORA-02332     cannot create index on attributes of this column
2003	ORA-02333     cannot create constraints on attributes of this column
2004	ORA-02334     cannot infer type for column
2005	ORA-02335     invalid datatype for cluster column
2006	ORA-02336     column attribute cannot be accessed
2007	ORA-02337     not an object type column
2008	ORA-02338     missing or invalid column constraint specification
2009	ORA-02339     invalid column specification
2010	ORA-02340     invalid column specification
2011	ORA-02342     replacement type has compilation errors
2012	ORA-02344     cannot revoke execute on a type with table dependents
2013	ORA-02345     cannot create a view with column based on CURSOR operator
2014	ORA-02347     cannot grant privileges on columns of an object table
2015	ORA-02348     cannot create VARRAY column with embedded LOB
2016	ORA-02349     invalid user-defined type - type is incomplete
2017	ORA-02351     internal error    
2018	ORA-02352     file truncated error
2019	ORA-02353     files not from the same unload operation
2020	ORA-02354     error in exporting/importing data
2021	 
2022	ORA-02355     error opening file    
2023	ORA-02356     The database is out of space. The load cannot continue
2024	ORA-02357     no valid dump files
2025	ORA-02358     internal error fetching attribute
2026	ORA-02359     internal error setting attribute
2027	ORA-02360     fatal error during data export/import initialization
2028	ORA-02361     error while attempting to allocate %d bytes of memory
2029	ORA-02362     error closing file    
2030	ORA-02363     error reading from file    
2031	ORA-02364     error writing to file    
2032	ORA-02365     error seeking in file    
2033	ORA-02366     The following index(es) on table were processed    
2034	ORA-02367     file truncated error in
2035	ORA-02368     file is not valid for this load operation
2036	ORA-02371     Loader must be at least version .... for direct path
2037	ORA-02372     data for row     %*.*s
2038	ORA-02373     Error parsing insert statement for table .
2039	ORA-02374     conversion error loading table %*.*s.%*.*s
2040	ORA-02375     conversion error loading table %*.*s.%*.*s partition %*.*s
2041	ORA-02376     invalid or redundant resource
2042	ORA-02377     invalid resource limit
2043	ORA-02378     duplicate resource name
2044	ORA-02379     profile already exists
2045	ORA-02380     profile does not exist
2046	ORA-02381     cannot drop PUBLIC_DEFAULT profile
2047	ORA-02382     profile has users assigned, cannot drop without CASCADE
2048	ORA-02383     illegal cost factor
2049	ORA-02390     exceeded COMPOSITE_LIMIT, you are being logged off
2050	ORA-02391     exceeded simultaneous SESSIONS_PER_USER limit
2051	ORA-02392     exceeded session limit on CPU usage, you are being logged off
2052	ORA-02393     exceeded call limit on CPU usage
2053	ORA-02394     exceeded session limit on IO usage, you are being logged off
2054	ORA-02395     exceeded call limit on IO usage
2055	ORA-02396     exceeded maximum idle time, please connect again
2056	ORA-02397     exceeded PRIVATE_SGA limit, you are being logged off
2057	ORA-02398     exceeded procedure space usage
2058	ORA-02399     exceeded maximum connect time, you are being logged off
2059	ORA-02401     cannot EXPLAIN view owned by another user
2060	ORA-02402     PLAN_TABLE not found
2061	ORA-02403     plan table does not have correct format
2062	ORA-02404     specified plan table not found
2063	ORA-02405     invalid sql plan object provided
2064	ORA-02420     missing schema authorization clause
2065	ORA-02421     missing or invalid schema authorization identifier
2066	ORA-02422     missing or invalid schema element
2067	ORA-02423     schema name does not match schema authorization identifier
2068	ORA-02424     potential circular view references or unknown referenced tables
2069	ORA-02425     create table failed
2070	ORA-02426     privilege grant failed
2071	ORA-02427     create view failed
2072	ORA-02428     could not add foreign key reference
2073	ORA-02429     cannot drop index used for enforcement of unique/primary key
2074	ORA-02430     cannot enable constraint () - no such constraint
2075	ORA-02431     cannot disable constraint () - no such constraint
2076	ORA-02432     cannot enable primary key - primary key not defined for table
2077	ORA-02433     cannot disable primary key - primary key not defined for table
2078	ORA-02434     cannot enable unique() - unique key not defined for table
2079	ORA-02435     cannot disable unique() - unique key not defined for table
2080	ORA-02436     date or system variable wrongly specified in CHECK constraint
2081	ORA-02437     cannot validate (.) - primary key violated
2082	ORA-02438     Column check constraint cannot reference other columns
2083	ORA-02439     Unique index on a deferrable constraint is not allowed
2084	ORA-02440     Create as select with referential constraints not allowed
2085	ORA-02441     Cannot drop nonexistent primary key
2086	ORA-02442     Cannot drop nonexistent unique key
2087	ORA-02443     Cannot drop constraint - nonexistent constraint
2088	ORA-02444     Cannot resolve referenced object in referential constraints
2089	ORA-02445     Exceptions table not found
2090	ORA-02446     CREATE TABLE ... AS SELECT failed - check constraint violated
2091	ORA-02447     cannot defer a constraint that is not deferrable
2092	ORA-02448     constraint does not exist
2093	ORA-02449     unique/primary keys in table referenced by foreign keys
2094	ORA-02450     Invalid hash option - missing keyword IS
2095	ORA-02451     duplicate HASHKEYS specification
2096	ORA-02452     invalid HASHKEYS option value
2097	ORA-02453     duplicate HASH IS specification
2098	ORA-02454     Number of hash keys per block () exceeds maximum of
2099	ORA-02455     The number of cluster key column must be 1
2100	ORA-02456     The HASH IS column specification must be NUMBER(*,0)
2101	ORA-02457     The HASH IS option must specify a valid column
2102	ORA-02458     HASHKEYS must be specified for a HASH CLUSTER
2103	ORA-02459     Hashkey value must be a positive integer
2104	ORA-02460     Inappropriate index operation on a hash cluster
2105	ORA-02461     Inappropriate use of the INDEX option
2106	ORA-02462     Duplicate INDEX option specified
2107	ORA-02463     Duplicate HASH IS option specified
2108	ORA-02464     Cluster definition can not be both HASH and INDEX
2109	ORA-02465     Inappropriate use of the HASH IS option
2110	ORA-02466     The SIZE and INITRANS options cannot be altered for HASH CLUSTERS.
2111	ORA-02467     Column referenced in expression not found in cluster definition
2112	ORA-02468     Constant or system variable wrongly specified in expression
2113	ORA-02469     Hash expression does not return an Oracle Number.
2114	ORA-02470     TO_DATE, USERENV, or SYSDATE incorrectly used in hash expression.
2115	ORA-02471     SYSDATE, UID, USER, ROWNUM, or LEVEL incorrectly used in hash expression.
2116	ORA-02472     PL/SQL functions not allowed in hash expressions
2117	ORA-02473     Error while evaluating the cluster's hash expression.
2118	ORA-02474     Fixed hash area extents used () exceeds maximum allowed ()
2119	ORA-02475     maximum cluster chain block count of has been exceeded
2120	ORA-02476     can not create index due to parallel direct load on table
2121	ORA-02477     can not perform parallel direct load on object
2122	ORA-02478     merge into base segment would overflow MAXEXTENTS limit
2123	ORA-02479     error while translating file name for parallel load
2124	ORA-02481     Too many processes specified for events (max )
2125	ORA-02482     Syntax error in event specification ()
2126	ORA-02483     Syntax error in process specification ()
2127	ORA-02484     Invalid _trace_buffers parameter specification ()
2128	ORA-02485     Invalid _trace_options parameter specification ()
2129	ORA-02486     Error in writing trace file
2130	ORA-02487     Error in converting trace data
2131	ORA-02488     Error encountered when accessing file [] for trace conversion
2132	ORA-02490     missing required file size in RESIZE clause
2133	ORA-02491     missing required keyword ON or OFF in AUTOEXTEND clause
2134	ORA-02492     missing required file block increment size in NEXT clause
2135	ORA-02493     invalid file increment size in NEXT clause
2136	ORA-02494     invalid or missing maximum file size in MAXSIZE clause
2137	ORA-02495     cannot resize file , tablespace is read only
2138	ORA-02700     osnoraenv     error translating ORACLE_SID
2139	ORA-02701     osnoraenv     error translating oracle image name
2140	ORA-02702     osnoraenv     error translating orapop image name
2141	ORA-02703     osnpopipe     pipe creation failed
2142	ORA-02704     osndopop     fork failed
2143	ORA-02705     osnpol     polling of communication channel failed
2144	ORA-02706     osnshs     host name too long
2145	ORA-02707     osnacx     cannot allocate context area
2146	ORA-02708     osnrntab     connect to host failed, unknown ORACLE_SID
2147	ORA-02709     osnpop     pipe creation failed
2148	ORA-02710     osnpop     fork failed
2149	ORA-02711     osnpvalid     write to validation channel failed
2150	ORA-02712     osnpop     malloc failed
2151	ORA-02713     osnprd     message receive failure
2152	ORA-02714     osnpwr     message send failure
2153	ORA-02715     osnpgetbrkmsg     message from host had incorrect message type
2154	ORA-02716     osnpgetdatmsg     message from host had incorrect message type
2155	ORA-02717     osnpfs     incorrect number of bytes written
2156	ORA-02718     osnprs     reset protocol error
2157	ORA-02719     osnfop     fork failed
2158	ORA-02720     osnfop     shmat failed
2159	ORA-02721     osnseminit     cannot create semaphore set
2160	ORA-02722     osnpui     cannot send break message to orapop
2161	ORA-02723     osnpui     cannot send break signal
2162	ORA-02724     osnpbr     cannot send break message to orapop
2163	ORA-02725     osnpbr     cannot send break signal
2164	ORA-02726     osnpop     access error on oracle executable
2165	ORA-02727     osnpop     access error on orapop executable
2166	ORA-02728     osnfop     access error on oracle executable
2167	ORA-02729     osncon     driver not in osntab
2168	ORA-02730     osnrnf     cannot find user logon directory
2169	ORA-02731     osnrnf     malloc of buffer failed
2170	ORA-02732     osnrnf     cannot find a matching database alias
2171	ORA-02733     osnsnf     database string too long
2172	ORA-02734     osnftt     cannot reset shared memory permission
2173	ORA-02735     osnfpm     cannot create shared memory segment
2174	ORA-02736     osnfpm     illegal default shared memory address
2175	ORA-02737     osnpcl     cannot tell orapop to exit
2176	ORA-02738     osnpwrtbrkmsg     incorrect number of bytes written
2177	ORA-02739     osncon     host alias is too long
2178	ORA-02750     osnfsmmap     cannot open shared memory file ?/dbs/ftt_.dbf
2179	ORA-02751     osnfsmmap     cannot map shared memory file
2180	ORA-02752     osnfsmmap     illegal shared memory address
2181	ORA-02753     osnfsmmap     cannot close shared memory file
2182	ORA-02754     osnfsmmap     cannot change shared memory inheritence
2183	ORA-02755     osnfsmcre     cannot create chared memory file ?/dbs/ftt_.dbf
2184	ORA-02756     osnfsmnam     name translation failure
2185	ORA-02757     osnfop     fork_and_bind failed
2186	ORA-02758     Allocation of internal array failed
2187	ORA-02759     Not enough request descriptors available
2188	ORA-02760     Client close of file failed.
2189	ORA-02761     File number to be canceled is negative.
2190	ORA-02762     file number to be cancelled is greater than the maximum.
2191	ORA-02763     Unable to cancel at least one request
2192	ORA-02764     Invalid package mode
2193	ORA-02765     Invalid maximum number of servers
2194	ORA-02766     Invalid maximum of request descriptors
2195	ORA-02767     Less than one request descriptor was allocated per server
2196	ORA-02768     Maximum number of files is invalid
2197	ORA-02769     Setting of handler for SIGTERM failed
2198	ORA-02770     Total number of blocks is invalid
2199	ORA-02771     Illegal request time out value
2200	ORA-02772     Invalid maximum server idle time
2201	ORA-02773     Invalid maximum client wait time
2202	ORA-02774     Invalid request list latch time out value
2203	ORA-02775     Invalid request done signal
2204	ORA-02776     Value for request done signal exceeds maximum
2205	ORA-02777     Stat failed on log directory
2206	ORA-02778     Name given for the log directory is invalid
2207	ORA-02779     Stat failed on core dump directory
2208	ORA-02780     Name given for the core dump directory is invalid
2209	ORA-02781     Invalid value given for the timing wanted flag
2210	ORA-02782     Both read and write functions were not specified
2211	ORA-02783     Both post and wait functions were not specified
2212	ORA-02784     Invalid shared memory ID specified
2213	ORA-02785     Invalid shared memory buffer size
2214	ORA-02786     Size needed for shared region is greater than segment size
2215	ORA-02787     Unable to allocate memory for segment list
2216	ORA-02788     Unable to find kernel process pointer in async process array
2217	ORA-02789     Maximum number of files reached
2218	ORA-02790     File name is too long
2219	ORA-02791     Unable to open file for use with asynchronous I/O
2220	ORA-02792     Unable to fstat() a file being used for asynchronous I/O.
2221	ORA-02793     Close of asynchronous I/O failed.
2222	ORA-02794     Client unable to get key for shared memory
2223	ORA-02795     Request list is empty
2224	ORA-02796     Done request is not in correct state
2225	ORA-02797     No requests available
2226	ORA-02798     Invalid number of requests
2227	ORA-02799     Unable to arm signal handler
2228	ORA-02800     Requests timed out
2229	ORA-02801     Operations timed out
2230	ORA-02802     No idle servers available in parallel mode
2231	ORA-02803     Retrieval of current time failed
2232	ORA-02804     Allocation of memory failed for log file name
2233	ORA-02805     Unable to set handler for SIGTPA
2234	ORA-02806     Unable to set handler for SIGALRM
2235	ORA-02807     Allocation of memory for I/O vectors failed.
2236	ORA-02808     Allocation of memory of open files array failed.
2237	ORA-02809     Jump buffer not valid
2238	ORA-02810     Unable to make temporary file name for memory mapped file
2239	ORA-02811     Unable to attach shared memory segment
2240	ORA-02812     Bad attach address
2241	ORA-02813     Unable to make temporary file name in order to get key
2242	ORA-02814     Unable to get shared memory
2243	ORA-02815     Unable to attach shared memory
2244	ORA-02816     Unable to kill a process
2245	ORA-02817     Read failed
2246	ORA-02818     Less than the number of blocks requested was read in
2247	ORA-02819     Write failed
2248	ORA-02820     Unable to write the requested number of blocks
2249	ORA-02821     Unable to read the requested number of blocks.
2250	ORA-02822     Invalid block offset
2251	ORA-02823     Buffer is not aligned.
2252	ORA-02824     Request free list is empty
2253	ORA-02825     Request on free list was not free
2254	ORA-02826     Illegal block size
2255	ORA-02827     Invalid file number
2256	ORA-02828     Segment free list is empty
2257	ORA-02829     No segment of the proper size is available
2258	ORA-02830     Segment could not be split - no free segments available
2259	ORA-02831     Segment deallocation failed - empty segment list
2260	ORA-02832     Segment deallocation failed - segment not on list
2261	ORA-02833     Server was unable to close file
2262	ORA-02834     Server unable to open file
2263	ORA-02835     Server unable to send signal to client
2264	ORA-02836     Unable to create temporary key file
2265	ORA-02837     Unable to unlink temporary file
